,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
461,462,Saido,Berahino,West Brom,19,Forward,58,100.0,100.0,1176,2.6,10,3,59,3,False,CHE,14,1
462,463,Brown,Ideye,West Brom,19,Forward,53,0.0,0.0,0,0.0,0,0,53,3,False,CHE,14,0
463,464,Georgios,Samaras,West Brom,19,Forward,44,,,0,0.0,0,0,44,3,False,CHE,14,0
464,465,Adrián,San Miguel del Castillo,West Ham,20,Goalkeeper,50,100.0,100.0,2160,3.6,111,26,50,3,False,BOU,16,3
465,466,Darren,Randolph,West Ham,20,Goalkeeper,44,100.0,100.0,270,0.0,0,0,45,3,False,BOU,16,0
466,467,James,Collins,West Ham,20,Defender,43,100.0,100.0,1374,2.6,70,15,43,3,False,BOU,16,2
467,468,Joey,O'Brien,West Ham,20,Defender,44,0.0,0.0,0,0.0,0,0,44,3,False,BOU,16,0
468,469,Winston,Reid,West Ham,20,Defender,48,0.0,0.0,1325,2.2,33,9,48,3,False,BOU,16,0
469,470,James,Tomkins,West Ham,20,Defender,49,0.0,0.0,1825,1.6,103,21,50,3,False,BOU,16,2
470,471,Aaron,Cresswell,West Ham,20,Defender,57,100.0,100.0,2324,3.6,99,28,55,3,False,BOU,16,2
471,472,Reece,Burke,West Ham,20,Defender,39,100.0,100.0,0,0.0,0,0,39,3,False,BOU,16,0
472,473,Reece,Oxford,West Ham,20,Defender,37,100.0,100.0,138,0.0,3,1,37,3,False,BOU,16,0
473,474,Stewart,Downing,West Ham,20,Midfielder,60,,,0,0.0,0,0,60,3,False,BOU,16,0
474,475,Mark,Noble,West Ham,20,Midfielder,54,100.0,100.0,2245,3.8,85,14,54,3,False,BOU,16,2
475,476,Kevin,Nolan,West Ham,20,Midfielder,54,0.0,0.0,57,0.0,0,0,54,3,False,BOU,16,0
476,477,Matthew,Jarvis,Norwich,12,Midfielder,46,100.0,100.0,624,0.8,0,0,47,3,False,STK,7,1
477,478,Cheikhou,Kouyaté,West Ham,20,Midfielder,52,100.0,100.0,2055,2.2,57,11,52,3,False,BOU,16,0
478,479,Diego,Poyet,West Ham,20,Midfielder,45,0.0,0.0,0,0.0,0,0,45,3,False,BOU,16,0
479,480,Morgan,Amalfitano,West Ham,20,Midfielder,46,0.0,0.0,0,0.0,0,0,46,3,False,BOU,16,0
480,481,Pedro,Obiang,West Ham,20,Midfielder,48,100.0,100.0,866,0.6,31,5,48,3,False,BOU,16,2
481,482,Dimitri,Payet,West Ham,20,Midfielder,83,100.0,100.0,1680,4.2,0,0,76,3,False,BOU,16,11
482,483,Andy,Carroll,West Ham,20,Forward,63,100.0,100.0,758,0.6,44,11,64,3,False,BOU,16,1
483,484,Enner,Valencia,West Ham,20,Forward,56,0.0,0.0,862,1.6,20,6,58,3,False,BOU,16,13
484,485,Diafra,Sakho,West Ham,20,Forward,62,50.0,50.0,1038,0.0,0,0,63,3,False,BOU,16,0
485,486,Modibo,Maiga,West Ham,20,Forward,45,0.0,0.0,27,0.0,0,0,45,3,False,BOU,16,0
486,487,Mauro,Zárate,West Ham,20,Forward,53,100.0,100.0,788,0.0,29,8,53,3,False,BOU,16,0
487,488,Mark,Bunn,Aston Villa,2,Goalkeeper,43,,,630,2.2,0,0,43,1,True,CRY,7,6
488,489,Cuco,Martina,Southampton,13,Defender,41,,,365,0.0,44,14,41,3,True,WAT,10,0
489,490,Adam,Matthews,Sunderland,16,Defender,42,100.0,100.0,37,0.0,0,0,42,3,False,SWA,17,0
490,491,Yohan,Cabaye,Crystal Palace,5,Midfielder,64,100.0,75.0,2060,1.4,79,17,66,1,False,AVL,20,2
491,492,José,Holebas,Watford,18,Defender,40,100.0,100.0,585,1.2,7,0,41,1,False,SOU,12,1
492,493,Idrissa,Gueye,Aston Villa,2,Midfielder,46,100.0,100.0,2183,2.2,74,9,46,1,True,CRY,7,2
493,494,Jon,Flanagan,Liverpool,8,Defender,44,100.0,100.0,0,0.0,0,0,44,3,True,ARS,1,0
494,495,Matteo,Darmian,Man Utd,10,Defender,54,100.0,100.0,1520,1.6,52,14,54,1,False,NEW,18,1
495,496,Bastian,Schweinsteiger,Man Utd,10,Midfielder,66,0.0,0.0,1181,0.0,19,5,66,1,False,NEW,18,0
496,497,Georginio,Wijnaldum,Newcastle,11,Midfielder,69,,,2252,1.5,85,22,69,1,True,MUN,6,8
497,498,Gastón,Ramírez,Southampton,13,Midfielder,52,0.0,0.0,31,0.0,1,1,53,3,True,WAT,10,0
498,499,Glen,Johnson,Stoke,15,Defender,51,0.0,0.0,2184,0.6,119,26,53,3,True,NOR,15,2
499,500,Marco,Van Ginkel,Stoke,15,Midfielder,50,0.0,0.0,755,0.0,29,6,50,3,True,NOR,15,1
500,501,Valon,Behrami,Watford,18,Midfielder,42,100.0,100.0,1003,2.0,14,5,43,1,False,SOU,12,0
501,502,Angelo,Ogbonna,West Ham,20,Defender,49,100.0,100.0,1336,1.8,94,21,49,3,False,BOU,16,2
502,503,Mark,Schwarzer,Leicester,7,Goalkeeper,38,100.0,100.0,0,0.0,0,0,39,1,False,TOT,4,0
503,504,Anders,Lindegaard,West Brom,19,Goalkeeper,43,100.0,100.0,0,0.0,0,0,44,3,False,CHE,14,0
504,505,Karl,Darlow,Newcastle,11,Goalkeeper,39,100.0,100.0,90,0.0,15,3,39,1,True,MUN,6,0
505,506,Jamaal,Lascelles,Newcastle,11,Defender,42,100.0,100.0,300,-0.5,0,0,42,1,True,MUN,6,0
506,507,Tony,Andreu,Norwich,12,Midfielder,42,100.0,100.0,0,0.0,0,0,42,3,False,STK,7,0
507,508,Jordy,Clasie,Southampton,13,Midfielder,52,100.0,100.0,964,1.0,25,5,52,3,True,WAT,10,3
508,509,Mohamed,El Ouriachi,Stoke,15,Midfielder,42,,,0,0.0,0,0,42,3,True,NOR,15,0
509,510,Jeremain,Lens,Sunderland,16,Midfielder,60,0.0,0.0,1189,0.2,3,2,60,3,False,SWA,17,2
510,511,Allan-Roméo,Nyom,Watford,18,Defender,46,100.0,100.0,1983,1.0,107,26,47,1,False,SOU,12,2
511,512,Elliot,Lee,West Ham,20,Forward,43,0.0,0.0,0,0.0,0,0,43,3,False,BOU,16,0
512,513,Jordan,Amavi,Aston Villa,2,Defender,48,0.0,0.0,837,0.0,0,0,48,1,True,CRY,7,0
513,514,Patrick,Bamford,Norwich,12,Forward,53,0.0,0.0,160,0.4,1,1,53,1,True,WBA,13,0
514,515,Joseph,Gomez,Liverpool,8,Defender,42,0.0,0.0,437,0.0,0,0,43,3,True,ARS,1,0
515,516,Patrick,Roberts,Man City,9,Midfielder,42,0.0,0.0,5,0.0,0,0,42,1,True,EVE,11,0
516,517,Aleksandar,Mitrovic,Newcastle,11,Forward,62,100.0,100.0,1503,2.5,43,16,62,1,True,MUN,6,11
517,518,Alex,McCarthy,Crystal Palace,5,Goalkeeper,38,,,540,0.0,0,0,39,1,False,AVL,20,0
518,519,Miguel,Britos,Watford,18,Defender,45,100.0,100.0,1353,1.4,82,18,45,1,False,SOU,12,2
519,520,José Manuel,Jurado Marín,Watford,18,Midfielder,53,25.0,25.0,1493,1.0,85,17,53,1,False,SOU,12,2
520,521,Manuel,Lanzini,West Ham,20,Midfielder,49,100.0,100.0,1016,0.6,5,1,52,3,False,BOU,16,0
521,522,José Ángel,Crespo,Aston Villa,2,Defender,44,0.0,0.0,90,0.0,0,0,44,1,True,CRY,7,0
522,523,Jordan,Ayew,Aston Villa,2,Forward,54,100.0,100.0,1504,0.0,63,22,55,1,True,CRY,7,2
523,524,Sergio,Romero,Man Utd,10,Goalkeeper,43,,,360,0.0,0,0,44,1,False,NEW,18,0
524,525,Ibrahim,Afellay,Stoke,15,Midfielder,51,100.0,100.0,1490,3.4,64,11,51,3,True,NOR,15,11
525,526,Steven,Berghuis,Watford,18,Midfielder,55,100.0,100.0,91,0.0,0,0,55,1,False,SOU,12,0
526,527,Robbie,Brady,Norwich,12,Midfielder,54,100.0,100.0,2418,3.0,49,9,54,3,False,STK,7,2
527,528,Steven,Caulker,Liverpool,8,Defender,52,100.0,100.0,151,0.0,0,0,52,3,True,ARS,1,1
528,529,James,Chester,West Brom,19,Defender,45,100.0,100.0,537,1.4,0,0,46,3,False,CHE,14,0
529,530,Jordan,Veretout,Aston Villa,2,Midfielder,56,,,1626,3.0,96,20,56,1,True,CRY,7,5
530,531,Rudy,Gestede,Aston Villa,2,Forward,55,100.0,100.0,1202,1.8,14,10,56,1,True,CRY,7,0
531,532,Chancel,Mbemba,Newcastle,11,Defender,49,0.0,0.0,2113,0.3,94,17,49,1,True,MUN,6,1
532,533,Yohan,Benalouane,Leicester,7,Defender,42,0.0,0.0,68,0.0,0,0,43,1,False,TOT,4,0
533,534,Removed,Player,Leicester,7,Defender,50,,,0,0.0,0,0,50,1,False,TOT,4,0
534,535,Max,Gradel,Bournemouth,3,Midfielder,57,100.0,100.0,404,1.2,0,0,57,1,True,WHU,5,0
535,536,Lee,Tomlin,Bournemouth,3,Forward,47,0.0,0.0,290,0.0,0,0,47,1,True,WHU,5,0
536,537,Bakary,Sako,Crystal Palace,5,Midfielder,50,100.0,75.0,681,0.2,0,0,50,1,False,AVL,20,2
537,538,N'Golo,Kanté,Leicester,7,Midfielder,50,0.0,0.0,2122,2.4,102,16,50,1,False,TOT,4,3
538,539,Jeff,Reine-Adelaide,Arsenal,1,Midfielder,48,,,0,0.0,0,0,48,3,False,LIV,9,0
539,540,Baily,Cargill,Bournemouth,3,Defender,39,,,0,0.0,0,0,39,1,True,WHU,5,0
540,541,Tom,Lawrence,Leicester,7,Forward,44,0.0,0.0,0,0.0,0,0,44,1,False,TOT,4,0
541,542,Kelechi,Iheanacho,Man City,9,Forward,48,100.0,100.0,356,1.8,28,10,49,1,True,EVE,11,0
542,543,Vadis,Odjidja-Ofoe,Norwich,12,Midfielder,49,100.0,100.0,255,0.2,18,4,49,3,False,STK,7,5
543,544,Yann,M'Vila,Sunderland,16,Midfielder,49,100.0,100.0,2395,2.0,82,12,49,3,False,SWA,17,2
544,545,Martin,Samuelsen,West Ham,20,Midfielder,44,0.0,0.0,0,0.0,0,0,44,3,False,BOU,16,0
545,546,Sam,Johnstone,Man Utd,10,Goalkeeper,43,0.0,0.0,0,0.0,0,0,43,1,False,NEW,18,0
546,547,Conor,McAleny,Everton,6,Forward,44,0.0,0.0,0,0.0,0,0,44,3,False,MCI,3,0
547,548,Rene,Gilmartin,Watford,18,Goalkeeper,40,0.0,0.0,0,0.0,0,0,40,1,False,SOU,12,0
548,549,Paulo,Gazzaniga,Southampton,13,Goalkeeper,45,,,180,0.0,34,5,45,3,True,WAT,10,0
549,550,Jack,Rose,West Brom,19,Goalkeeper,39,,,0,0.0,0,0,40,3,False,CHE,14,0
